OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1893,2020-074AZ,2026-03-14T19:59:28.664160,15.49887037,.00023833,53.0492,239.5397,27.4366,332.6767,0,U,46786,999,29828,.1836884E-2,.10524E-2,0
STARLINK-1931,2020-074BD,2026-03-14T22:00:01.999584,15.66111198,.00022962,53.0429,257.5321,15.6169,284.9087,0,U,46790,999,598,.12769008E-2,.135232E-2,0
STARLINK-1934,2020-074BF,2026-03-14T22:00:01.999584,15.80803407,.0000865,53.0409,240.4103,330.0315,41.8405,0,U,46792,999,602,.14123113E-2,.286621E-2,0
STARLINK-1942,2020-074BH,2026-03-14T19:51:56.934720,15.48134017,.0002207,53.0458,269.6306,53.4462,306.6748,0,U,46794,999,29786,.18474945E-2,.99442E-3,0
STARLINK-1944,2020-074BK,2026-03-14T18:26:42.185184,15.65978894,.00023846,53.0449,245.9335,312.4648,47.6165,0,U,46796,999,29818,.11086557E-2,.116448E-2,0
COSMOS 2547 [GLONASS-K],2020-075A,2026-03-12T06:37:56.595072,2.13100396,.00070074,64.5993,195.7069,230.8854,129.0383,0,U,46805,999,4184,0,.11E-6,0
YAOGAN-30 08A,2020-076A,2026-03-14T22:54:53.586432,15.02195032,.00011219,34.9944,305.3836,277.5953,82.4628,0,U,46807,999,29393,.27473755E-3,.3665E-4,0
YAOGAN-30 08B,2020-076B,2026-03-14T22:20:33.329184,15.02120628,.00021551,34.9950,305.2617,264.0366,96.0096,0,U,46808,999,29404,.27755801E-3,.3696E-4,0
YAOGAN-30 08C,2020-076C,2026-03-14T23:26:04.010784,15.02177162,.00071486,34.9970,304.8716,318.6082,41.4084,0,U,46809,999,29396,.24495823E-3,.3264E-4,0
TIANQI-6,2020-076D,2026-03-14T22:08:00.494016,15.06469639,.00099439,34.9985,266.7074,55.1526,305.0117,0,U,46810,999,29435,.37134428E-3,.5576E-4,0
CE-SAT IIB,2020-077F,2026-03-14T21:19:00.567264,15.79359946,.00044368,97.2134,151.2249,147.4246,212.7296,0,U,46818,999,30031,.52102526E-3,.94353E-3,0
NAVSTAR 80 (USA 309),2020-078A,2026-03-14T12:57:01.611072,2.00565455,.00687632,53.9999,214.6151,204.4949,156.3566,0,U,46826,999,3961,0,.12E-6,0
RISAT-2BR2,2020-081A,2026-03-14T23:26:34.521216,15.01649944,.00106341,36.8986,63.5319,102.4941,257.6991,0,U,46905,999,29330,.35721079E-3,.4657E-4,0
KSM1-C,2020-081B,2026-03-14T22:28:53.747616,15.25046881,.00013145,36.8936,280.0954,160.8533,199.2265,0,U,46906,999,29476,.60219458E-3,.15337E-3,0
KSM1-D,2020-081C,2026-03-14T22:50:32.281728,15.23271188,.00031586,36.8966,287.3034,194.0394,166.0267,0,U,46907,999,29471,.53545347E-3,.12915E-3,0
KSM1-A,2020-081H,2026-03-14T23:02:42.677088,15.24375669,.00028495,36.8963,281.6777,276.5022,83.5403,0,U,46912,999,29478,.49368559E-3,.123E-3,0
R2,2020-081J,2026-03-14T07:07:06.849984,15.23917832,.00060584,36.8978,285.2966,206.9094,153.1341,0,U,46913,999,29749,.44720368E-3,.10982E-3,0
KSM1-B,2020-081K,2026-03-14T22:37:44.102784,15.23085401,.00053796,36.9019,287.7467,216.6047,143.4334,0,U,46914,999,29780,.44524421E-3,.10662E-3,0
TIANTONG-1 2,2020-082A,2026-03-12T19:27:02.503296,1.00267197,.0003405,0.9369,315.6260,40.2922,231.1810,0,U,46916,999,1968,0,-.356E-5,0
DRAGRACER 2 (AUGURY),2020-085AC,2026-03-14T18:16:27.261696,15.64627716,.00047314,97.5846,262.3995,252.3427,107.7315,0,U,46955,999,29707,.46847216E-3,.45334E-3,0
SENTINEL-6A,2020-086A,2026-03-14T22:13:21.285120,12.80929861,.00077034,66.0440,330.8376,270.9373,89.0760,0,U,46984,999,24825,.51368943E-4,-.49E-6,0
STARLINK-1777,2020-088A,2026-03-14T19:19:36.363072,15.52810558,.00024505,53.0515,259.0695,277.5084,82.5646,0,U,47122,999,29288,.17142555E-2,.109074E-2,0
STARLINK-1812,2020-088E,2026-03-14T20:27:38.936736,15.15462853,.00021905,53.0799,276.1676,143.2406,216.8738,0,U,47126,999,29265,.17930334E-2,.3418E-3,0
STARLINK-1843,2020-088M,2026-03-14T22:00:01.999584,15.90061674,.00067635,53.0411,216.6389,339.2586,86.1073,0,U,47133,999,603,.14733535E-2,.450662E-2,.87493006E-4
STARLINK-1845,2020-088P,2026-03-14T21:01:12.497376,15.55792623,.00024923,53.0520,252.3198,281.3770,78.6961,0,U,47135,999,29298,.15755151E-2,.111809E-2,0
STARLINK-1856,2020-088X,2026-03-14T22:00:01.999584,15.50125668,.00054822,53.0501,248.1635,173.7175,276.5863,0,U,47143,999,594,.27297366E-2,.159095E-2,0
STARLINK-1871,2020-088AM,2026-03-14T22:34:42.718080,15.30202903,.00011822,53.1595,271.9779,92.2106,267.9030,0,U,47157,999,29272,.10166288E-3,.2653E-4,0
STARLINK-1873,2020-088AN,2026-03-14T17:34:50.339712,15.57856713,.00071757,53.0487,244.3851,166.0907,194.0303,0,U,47158,999,29308,.11902767E-2,.90957E-3,0
STARLINK-1876,2020-088AR,2026-03-14T22:00:01.999584,15.64857566,.00016302,53.0507,246.1224,21.5685,207.7525,0,U,47161,999,592,.14380169E-2,.145076E-2,0
STARLINK-1888,2020-088BB,2026-03-14T16:09:33.273792,15.49296234,.00039281,53.0519,255.6174,180.6355,179.4648,0,U,47171,999,29292,.22230838E-2,.125166E-2,0
STARLINK-1912,2020-088BJ,2026-03-14T22:00:01.999584,15.57057468,.00067827,53.0509,256.1268,185.7936,184.4752,0,U,47178,999,595,.22149329E-2,.166214E-2,0
STARLINK-1913,2020-088BK,2026-03-14T21:35:35.389824,15.30216438,.00012717,53.1594,282.8569,91.6651,268.4496,0,U,47179,999,29256,.36101929E-3,.10353E-3,0
LUCAS (JDRS-1),2020-089A,2026-03-14T17:32:38.661792,1.00269765,.00030373,0.0698,272.6224,83.2338,170.3968,0,U,47202,999,1947,0,-.236E-5,0
FALCON EYE 2,2020-090A,2026-03-14T23:08:36.047904,14.84876664,.00013034,97.8515,150.0324,78.1476,281.9885,0,U,47226,999,28625,.17108852E-3,.1401E-4,0
GONETS-M 20,2020-091A,2026-03-14T21:43:44.747328,12.42890165,.00218195,82.5098,1.0413,28.0903,332.1349,0,U,47227,999,23936,-.93448558E-4,-.3E-7,0
GONETS-M 21,2020-091B,2026-03-14T23:01:09.579360,12.42881237,.00157616,82.5023,359.7730,42.0643,318.1644,0,U,47228,999,23936,-.27422204E-3,-.28E-6,0
GONETS-M 22,2020-091C,2026-03-14T22:23:04.770240,12.42887835,.00226181,82.5080,0.6441,23.4445,336.7661,0,U,47229,999,23931,-.24207144E-3,-.24E-6,0
COSMOS 2548,2020-091D,2026-03-14T21:48:45.581760,12.42927419,.00160129,82.5058,0.2861,41.5705,318.6589,0,U,47230,999,23934,-.38117167E-4,.5E-7,0
GAOFEN-14 01,2020-092A,2026-03-14T22:55:37.005024,15.25809241,.0008284,97.4816,144.2381,124.1157,236.0868,0,U,47231,999,29346,.13857231E-3,.3471E-4,0
GECAM-A,2020-094A,2026-02-27T03:21:27.347040,15.00334340,.00107,28.9961,20.3521,243.6219,116.3280,0,U,47234,999,28514,.17329E-3,.2379E-4,0
GECAM-B,2020-094B,2026-02-27T04:39:26.451360,15.01652363,.0010635,28.9982,10.8844,257.2071,102.7339,0,U,47235,999,28517,.23073E-3,.3224E-4,0
SXM-7,2020-096A,2026-03-13T04:43:14.041056,1.00271702,.0004635,0.0201,121.6444,5.6913,29.1302,0,U,47240,999,648,0,-.205E-5,0
IPM 2 & BREEZE-M R/B,2020-097A,2026-03-14T00:06:53.902656,0.95297296,.00836201,5.1048,77.8767,276.1877,83.0957,0,U,47242,999,1836,0,-.66E-6,0
CMS-01,2020-099A,2026-03-14T22:35:47.038560,1.00270843,.00057685,0.0434,107.0082,184.7872,302.6771,0,U,47256,999,1925,0,-.165E-5,0
ONEWEB-0102,2020-100A,2026-03-14T19:53:10.392864,13.12442462,.0001918,87.8998,9.4105,85.3847,274.7500,0,U,47258,999,25235,-.22548111E-3,-.68E-6,0
ONEWEB-0109,2020-100B,2026-03-14T20:05:22.400448,13.12441737,.0001971,87.9012,9.3833,78.6171,281.5179,0,U,47259,999,25218,-.98381427E-3,-.341E-5,0
ONEWEB-0110,2020-100C,2026-03-14T20:44:22.864128,13.12446000,.00018379,87.9011,9.3628,87.5356,272.5983,0,U,47260,999,25235,-.56854189E-4,-.8E-7,0
ONEWEB-0111,2020-100D,2026-03-14T19:38:32.553312,13.12442357,.00017115,87.9009,9.3905,80.9383,279.1939,0,U,47261,999,25218,.70087202E-3,.265E-5,0
ONEWEB-0114,2020-100E,2026-03-14T20:22:26.683680,13.12443170,.00020087,87.9013,9.3797,72.6403,287.4945,0,U,47262,999,25214,-.10096283E-2,-.35E-5,0
ONEWEB-0117,2020-100F,2026-03-14T20:10:14.441088,13.12442360,.00018378,87.9009,9.3755,79.9863,280.1473,0,U,47263,999,25215,-.11900806E-2,-.415E-5,0
ONEWEB-0118,2020-100G,2026-03-14T20:59:03.023520,13.12443198,.0001874,87.9009,9.3714,68.4164,291.7164,0,U,47264,999,25235,.7958624E-3,.299E-5,0
ONEWEB-0119,2020-100H,2026-03-14T19:45:51.672672,13.12441884,.00018455,87.8999,9.4068,78.1920,281.9416,0,U,47265,999,25232,.19561801E-3,.83E-6,0
ONEWEB-0120,2020-100J,2026-03-14T20:20:12.050880,13.12442839,.00019337,87.9006,9.4018,77.6376,282.4969,0,U,47266,999,25235,-.12348421E-2,-.432E-5,0
ONEWEB-0121,2020-100K,2026-03-14T20:02:55.534272,13.12442356,.00017834,87.9010,9.3819,85.3881,274.7451,0,U,47267,999,25226,-.75487095E-3,-.259E-5,0
ONEWEB-0122,2020-100L,2026-03-14T19:54:22.701024,13.12440675,.00019752,87.9010,9.3855,80.9704,279.1648,0,U,47268,999,25217,-.24397865E-3,-.75E-6,0
ONEWEB-0123,2020-100M,2026-03-14T19:48:17.733600,13.12441843,.0001777,87.9001,9.4052,75.1558,284.9767,0,U,47269,999,25231,.13848111E-4,.18E-6,0
ONEWEB-0124,2020-100N,2026-03-14T19:33:39.746304,13.12442276,.00017281,87.8998,9.4117,80.0498,280.0826,0,U,47270,999,25219,.91806557E-3,.343E-5,0
ONEWEB-0125,2020-100P,2026-03-14T20:51:42.513984,13.12446166,.00014536,87.9018,9.3729,74.7831,285.3458,0,U,47271,999,25226,.5448313E-3,.209E-5,0
ONEWEB-0126,2020-100Q,2026-03-14T19:31:25.322592,13.12442721,.00019631,87.9001,9.4065,77.2524,282.8824,0,U,47272,999,25232,.11559653E-2,.429E-5,0
ONEWEB-0127,2020-100R,2026-03-14T20:32:12.712416,13.12443007,.00019757,87.8998,9.4013,78.0801,282.0549,0,U,47273,999,25235,-.6839335E-3,-.233E-5,0
ONEWEB-0128,2020-100S,2026-03-14T21:03:55.902240,13.12443881,.00018715,87.8998,9.4111,88.8019,271.3324,0,U,47274,999,25237,.93196032E-3,.348E-5,0
ONEWEB-0129,2020-100T,2026-03-14T20:34:39.284832,13.12442910,.00029667,87.9013,9.3787,70.3444,289.8004,0,U,47275,999,25230,-.51023557E-3,-.171E-5,0
ONEWEB-0130,2020-100U,2026-03-14T17:34:07.666752,13.12442883,.00019545,87.9009,9.3981,81.0161,279.1189,0,U,47276,999,25225,.11642373E-2,.432E-5,0
ONEWEB-0131,2020-100V,2026-03-14T21:08:48.358464,13.12442990,.00018838,87.8999,9.3970,79.7388,280.3953,0,U,47277,999,25231,.13750308E-2,.507E-5,0
ONEWEB-0132,2020-100W,2026-03-14T20:00:29.424960,13.12441616,.00018041,87.9003,9.4057,81.8224,278.3109,0,U,47278,999,25220,-.76926199E-3,-.264E-5,0
ONEWEB-0133,2020-100X,2026-03-14T20:24:41.300064,13.12442830,.00018223,87.9016,9.3670,83.3159,276.8177,0,U,47279,999,25236,-.10794396E-2,-.376E-5,0
ONEWEB-0134,2020-100Y,2026-03-14T19:40:58.898496,13.12442382,.0002034,87.9014,9.3709,83.4419,276.6941,0,U,47280,999,25233,.49979905E-3,.193E-5,0
ONEWEB-0135,2020-100Z,2026-03-14T20:49:16.558464,13.12443758,.00020397,87.9001,9.3964,86.7959,273.3403,0,U,47281,999,25236,.30603224E-3,.123E-5,0
ONEWEB-0136,2020-100AA,2026-03-14T19:26:21.215328,13.12445844,.00021168,87.9009,9.3810,86.2645,273.8725,0,U,47282,999,25228,.12079168E-2,.447E-5,0
ONEWEB-0137,2020-100AB,2026-03-14T20:15:06.145632,13.12441052,.00017909,87.9014,9.3802,74.8532,285.2794,0,U,47283,999,25219,-.1178326E-2,-.411E-5,0
ONEWEB-0138,2020-100AC,2026-03-14T19:43:25.607424,13.12419057,.00019243,87.9009,9.3939,78.0464,282.0880,0,U,47284,999,25227,.13818128E-1,.4985E-4,0
ONEWEB-0139,2020-100AD,2026-03-14T20:42:10.037088,13.12445178,.00018576,87.9008,9.3729,78.4481,281.6856,0,U,47285,999,25235,-.1102223E-3,-.27E-6,0
ONEWEB-0140,2020-100AE,2026-03-14T19:36:06.097536,13.12442233,.00017844,87.9010,9.3711,84.3449,275.7883,0,U,47286,999,25231,.10110027E-2,.376E-5,0
ONEWEB-0141,2020-100AF,2026-03-14T20:41:45.784608,13.12444336,.00017776,87.9009,9.3678,68.4631,291.6687,0,U,47287,999,25230,.28612243E-4,.23E-6,0
ONEWEB-0142,2020-100AG,2026-03-14T20:25:04.765440,13.12445133,.000208,87.9006,9.3949,68.3197,291.8152,0,U,47288,999,25229,-.10033415E-2,-.348E-5,0
ONEWEB-0143,2020-100AH,2026-03-14T18:49:44.281920,13.12444580,.00017984,87.9009,9.4041,77.4415,282.6915,0,U,47289,999,25226,-.20503186E-3,-.61E-6,0
ONEWEB-0144,2020-100AJ,2026-03-14T19:58:02.196768,13.12440130,.00021703,87.9014,9.3646,77.3517,282.7854,0,U,47290,999,25219,-.66079692E-3,-.225E-5,0
ONEWEB-0145,2020-100AK,2026-03-14T21:06:22.402080,13.12444258,.00019494,87.9004,9.3934,73.8447,286.2896,0,U,47291,999,25239,.60866737E-3,.232E-5,0
ONEWEB-0146,2020-100AL,2026-03-14T21:01:28.227360,13.12442144,.00015691,87.9010,9.3788,87.0177,273.1132,0,U,47292,999,25230,.11089211E-2,.412E-5,0
ONEWEB-0147,2020-100AM,2026-03-14T20:12:41.061024,13.12443000,.00020165,87.9012,9.3658,85.9369,274.1990,0,U,47293,999,25219,-.10712536E-2,-.373E-5,0
YAOGAN-33 01,2020-103A,2026-03-14T22:04:49.278720,14.58841259,.00042661,98.0551,318.4345,74.8955,285.2716,0,U,47302,999,27756,.12767934E-3,.553E-5,0
WEINA 2,2020-103B,2026-03-14T23:21:42.471072,14.64865003,.00031866,98.0659,325.0648,114.4966,245.6570,0,U,47303,999,27793,.23453189E-3,.1206E-4,0
TURKSAT 5A,2021-001A,2026-03-12T07:01:25.125024,1.00273019,.0000321,0.0184,105.0454,350.9311,210.2194,0,U,47306,999,1899,0,.155E-5,0
TIANTONG-1 3,2021-003A,2026-03-14T19:21:27.802656,1.00273580,.00032743,1.8424,333.6665,23.6227,187.0252,0,U,47321,999,1901,0,-.155E-5,0
GMS-T,2021-004A,2026-03-14T22:21:20.969280,13.16657287,.00012311,90.1178,240.6961,339.4252,20.6830,0,U,47346,999,24719,.10537756E-3,.49E-6,0
STARLINK-2017,2021-005C,2026-03-14T22:16:51.944736,15.30215699,.00013085,53.1590,349.3346,104.7975,255.3171,0,U,47351,999,28452,.58017183E-3,.16871E-3,0
STARLINK-2034,2021-005D,2026-03-14T20:30:11.145888,15.30217068,.00032234,53.1611,28.7574,84.3445,275.7924,0,U,47352,999,28396,.5315697E-3,.15426E-3,0
STARLINK-2045,2021-005E,2026-03-14T21:44:09.469824,15.30211990,.00010718,53.1613,336.4323,97.0394,263.0729,0,U,47353,999,28470,.32703602E-4,.61E-5,0
STARLINK-2046,2021-005F,2026-03-14T18:55:04.095840,15.30195131,.00014439,53.1614,0.2795,94.1841,265.9325,0,U,47354,999,28435,.49680519E-4,.1112E-4,0
STARLINK-2047,2021-005G,2026-03-14T22:00:01.999584,15.29354181,.00016498,53.1550,346.7028,89.9918,91.7097,0,U,47355,999,583,-.22660715E-3,-.6889E-4,0
STARLINK-2049,2021-005H,2026-03-14T19:28:21.115200,15.06396705,.00012906,53.0544,8.6260,93.9140,266.1997,0,U,47356,999,28423,.11414304E-3,.1419E-4,0
STARLINK-2050,2021-005J,2026-03-14T22:00:01.999584,15.23154337,.00014197,53.1274,38.0618,103.4107,127.7655,0,U,47357,999,582,.65711017E-1,.1718383E-1,0
STARLINK-2055,2021-005K,2026-03-14T19:42:54.391968,15.06416006,.00017558,53.0545,8.5703,83.4359,276.6830,0,U,47358,999,28423,.16117398E-3,.2121E-4,0
STARLINK-2071,2021-005N,2026-03-14T19:54:52.914240,15.06414022,.00013988,53.0547,8.5416,97.9193,262.1954,0,U,47361,999,28423,.34903978E-3,.4923E-4,0
STARLINK-2076,2021-005P,2026-03-14T22:00:01.999584,15.19352359,.00019964,53.1104,37.7326,81.0851,18.8766,0,U,47362,999,583,.45214612E-1,.1043062E-1,0
STARLINK-2081,2021-005T,2026-03-14T22:00:01.999584,15.17417837,.00017247,53.0994,37.8575,100.1351,129.9096,0,U,47366,999,583,.40563132E-2,.82733E-3,0
STARLINK-2082,2021-005U,2026-03-14T22:00:01.999584,15.16412943,.00015385,53.0976,37.8954,87.7448,341.3840,0,U,47367,999,577,.322776E-1,.67943E-2,0
STARLINK-2084,2021-005V,2026-03-14T22:00:01.999584,15.17682382,.00018709,53.1031,37.8176,86.6438,65.4477,0,U,47368,999,582,.45892375E-1,.1006446E-1,0
STARLINK-2088,2021-005Y,2026-03-14T14:32:24.926784,15.06431115,.00012692,53.0553,39.5475,82.4534,277.6600,0,U,47371,999,28378,.16468884E-3,.2174E-4,0
STARLINK-2092,2021-005AA,2026-03-14T22:00:01.999584,15.17775755,.00021828,53.1036,37.8191,74.7657,16.4711,0,U,47373,999,577,.46744181E-1,.1029601E-1,0
STARLINK-2093,2021-005AB,2026-03-14T22:46:29.038944,15.66264461,.00038657,53.0517,19.5051,135.1823,224.9505,0,U,47374,999,28409,.10726302E-2,.113935E-2,0
STARLINK-2094,2021-005AC,2026-03-14T22:00:01.999584,15.19118688,.00015471,53.1094,37.8430,94.7042,202.9825,0,U,47375,999,583,.40178015E-1,.923648E-2,0
STARLINK-2096,2021-005AD,2026-03-14T22:00:01.999584,15.17934004,.00015745,53.1044,37.7972,94.1695,209.4127,0,U,47376,999,583,.29927241E-1,.656299E-2,0
STARLINK-2097,2021-005AE,2026-03-14T21:10:31.551168,15.06395006,.00014719,53.0563,38.3087,95.1130,265.0027,0,U,47377,999,28382,.21474281E-3,.2918E-4,0
STARLINK-2098,2021-005AF,2026-03-14T18:26:24.233856,15.30201031,.00012006,53.1601,350.5733,97.7478,262.3659,0,U,47378,999,28449,-.67258816E-4,-.2351E-4,0
STARLINK-2099,2021-005AG,2026-03-14T21:48:00.976032,15.30185982,.00011746,53.1597,349.2995,87.5227,272.5909,0,U,47379,999,28452,-.12891478E-3,-.4173E-4,0
STARLINK-2100,2021-005AH,2026-03-14T22:00:01.999584,15.19452370,.00012818,53.0538,7.7311,99.7312,150.2566,0,U,47380,999,583,.70425135E-4,.1191E-4,0
STARLINK-2101,2021-005AJ,2026-03-14T22:00:01.999584,15.22858366,.00014872,53.1262,12.5914,95.0448,208.4816,0,U,47381,999,577,.40333437E-1,.1029518E-1,0
STARLINK-2102,2021-005AK,2026-03-14T18:33:10.988640,15.30212907,.00013856,53.1609,2.9393,94.4638,265.6521,0,U,47382,999,28431,.34720071E-3,.9942E-4,0
STARLINK-2103,2021-005AL,2026-03-14T18:17:03.020928,15.31022529,.00006476,53.1616,350.7291,114.7194,245.3875,0,U,47383,999,28449,-.1612385E-5,-.411E-5,0
STARLINK-2104,2021-005AM,2026-03-14T02:13:24.032064,15.06389290,.00015141,53.0556,12.0944,105.2584,254.8573,0,U,47384,999,28412,.12478686E-3,.1577E-4,0
STARLINK-2105,2021-005AN,2026-03-14T13:16:48.798912,15.06412646,.00013987,53.0556,9.7852,92.5137,267.6013,0,U,47385,999,28419,.17572618E-3,.2338E-4,0
STARLINK-2106,2021-005AP,2026-03-14T20:21:25.448544,15.06399951,.00015522,53.0548,8.4589,79.4513,280.6651,0,U,47386,999,28424,.90302237E-4,.1064E-4,0
STARLINK-2109,2021-005AR,2026-03-14T21:58:17.685408,15.06399292,.00015623,53.0559,38.1547,112.3738,247.7417,0,U,47388,999,28382,.89115415E-4,.1046E-4,0
STARLINK-2110,2021-005AS,2026-03-14T20:25:22.088640,15.30209585,.0000991,53.1604,12.7857,93.1542,266.9572,0,U,47389,999,28418,.19645921E-3,.5466E-4,0
STARLINK-2111,2021-005AT,2026-03-14T05:25:45.166944,15.06389708,.00013782,53.0566,41.2536,97.3017,262.8128,0,U,47390,999,28372,.62779284E-4,.654E-5,0
STARLINK-2112,2021-005AU,2026-03-14T19:58:50.095200,15.06413770,.00016082,53.0566,8.5303,88.6532,271.4641,0,U,47391,999,28423,.45559563E-4,.397E-5,0
STARLINK-2113,2021-005AV,2026-03-14T22:00:01.999584,15.59447492,.00052959,53.0528,350.9598,139.2188,58.1305,0,U,47392,999,576,.11548244E-2,.93705E-3,0
STARLINK-2114,2021-005AW,2026-03-14T22:33:03.308832,15.66873202,.00012584,53.0455,318.0463,178.6773,181.4246,0,U,47393,999,28495,.11502982E-2,.12542E-2,0
STARLINK-2119,2021-005BA,2026-03-14T22:00:01.999584,15.18868679,.00019653,53.1058,37.7535,93.3624,114.3880,0,U,47397,999,567,.46143805E-2,.98395E-3,0
STARLINK-2121,2021-005BC,2026-03-14T20:29:52.101600,15.30233707,.00010676,53.1610,12.7168,78.2359,281.8761,0,U,47399,999,28418,.25358231E-3,.7166E-4,0
STARLINK-2122,2021-005BD,2026-03-14T21:52:33.828960,15.30199313,.00012907,53.1608,349.2528,92.0246,268.0903,0,U,47400,999,28452,.6917078E-5,-.154E-5,0
STARLINK-2123,2021-005BE,2026-03-14T20:10:48.210528,15.06416374,.0001244,53.0547,8.4929,93.6551,266.4581,0,U,47401,999,28424,.15969291E-3,.2099E-4,0
STARLINK-2128,2021-005BH,2026-03-14T22:00:01.999584,15.61644016,.00047556,53.0530,350.5835,148.7125,76.7923,0,U,47404,999,597,.14298997E-2,.126895E-2,0
STARLINK-2130,2021-005BJ,2026-03-14T22:00:01.999584,15.18504290,.0001788,53.1050,37.7233,103.0782,161.9561,0,U,47405,999,583,.44335838E-2,.93472E-3,0
STARLINK-2134,2021-005BL,2026-03-14T19:33:39.203712,15.06403837,.00015426,53.0555,8.6095,97.6252,262.4912,0,U,47407,999,28423,.65949969E-4,.701E-5,0
STARLINK-2135,2021-005BM,2026-03-14T12:29:01.713408,15.06399606,.00012216,53.0561,9.9349,88.6267,271.4862,0,U,47408,999,28419,.17544801E-3,.2333E-4,0
ASTROCAST-0101,2021-006T,2026-03-14T17:44:07.779552,15.63971281,.00043816,97.2455,139.1674,122.8879,237.2802,0,U,47430,999,28512,.69970742E-3,.66205E-3,0
CUBEL,2021-006AM,2026-03-14T16:46:20.300448,15.39361643,.00078087,97.2471,125.2512,143.6590,216.5187,0,U,47448,999,28521,.33886612E-3,.13179E-3,0
CELESTIS-17 & SHERPA-FX1,2021-006CB,2026-03-14T20:55:17.242176,15.31075035,.00071982,97.2390,117.2089,160.5629,199.5889,0,U,47486,999,28486,.27885722E-3,.8304E-4,0
ASTROCAST-0103,2021-006CC,2026-03-14T21:57:28.542816,15.74163349,.00056513,97.2629,143.5259,139.6154,220.5531,0,U,47487,999,28634,.75787767E-3,.109511E-2,0
HAWK-2C,2021-006CT,2026-03-14T16:49:24.108672,15.33371042,.00075042,97.2414,119.9197,167.2387,192.9047,0,U,47502,999,28501,.29141866E-3,.9331E-4,0
ION SCV-002,2021-006CV,2026-03-14T22:21:54.900288,15.41620877,.00140144,97.1147,78.0519,98.8231,261.4604,0,U,47504,999,28549,.41730721E-3,.1756E-3,0
HAWK-2A,2021-006CW,2026-03-14T16:54:22.210272,15.33389381,.00070276,97.2455,120.5449,169.7585,190.3803,0,U,47505,999,28501,.28647583E-3,.9175E-4,0
HAWK-2B,2021-006CZ,2026-03-14T16:49:49.073088,15.33389702,.00076954,97.2330,119.0318,168.1136,192.0290,0,U,47508,999,28501,.31897032E-3,.10228E-3,0
GHGSAT-C2,2021-006DA,2026-03-14T16:43:24.703680,15.36604624,.00064923,97.2288,122.5874,136.4222,223.7536,0,U,47509,999,28533,.25883164E-3,.9178E-4,0
ASTROCAST-0105,2021-006DH,2026-03-14T21:41:42.136224,15.64679272,.00036914,97.2259,134.8791,119.1038,241.0592,0,U,47517,999,28610,.65653067E-3,.63841E-3,0
YAOGAN-31 02A,2021-007A,2026-03-14T22:47:00.845376,13.45441437,.01677456,63.4055,25.2938,0.1603,359.9448,0,U,47532,999,25155,.2137285E-3,.48E-6,0
YAOGAN-31 02B,2021-007B,2026-03-14T22:47:02.325408,13.45440415,.01682617,63.4051,24.3056,0.2729,359.8360,0,U,47533,999,25155,.13063341E-3,-.6E-7,0
YAOGAN-31 02C,2021-007E,2026-03-14T22:46:43.163616,13.45441994,.01679235,63.4051,24.3237,0.2914,359.8181,0,U,47536,999,25153,.22471317E-3,.55E-6,0
COSMOS 2549,2021-008A,2026-03-14T23:02:28.771872,13.97008528,.00063287,67.1489,214.2045,263.3145,96.7219,0,U,47546,999,26067,.35084534E-4,-.26E-6,0
STARLINK-1954,2021-009H,2026-03-14T22:23:57.424992,15.31451305,.00045256,53.0577,345.7346,119.2528,240.8925,0,U,47555,999,28176,.17804632E-2,.54879E-3,0
STARLINK-1955,2021-009J,2026-03-14T15:17:11.649696,16.06576644,.00059612,53.0289,299.3734,237.9722,122.0732,0,U,47556,999,28238,.16060041E-2,.1234314E-1,.90696958E-3
STARLINK-1958,2021-009M,2026-03-14T20:49:08.271840,15.68520167,.00056774,53.0439,295.9632,356.1862,3.9110,0,U,47559,999,28245,.97542116E-3,.113574E-2,0
STARLINK-1962,2021-009R,2026-03-14T22:00:01.999584,15.63613154,.00075785,53.0452,330.9914,106.3448,254.4311,0,U,47563,999,592,.13668485E-2,.131158E-2,0
STARLINK-1964,2021-009T,2026-03-14T22:24:29.617632,15.68160934,.00049904,53.0444,303.3631,325.0769,34.9919,0,U,47565,999,28235,.9383692E-3,.107539E-2,0
STARLINK-1965,2021-009U,2026-03-14T22:00:01.999584,15.84459466,.00060124,53.0123,256.2186,178.7654,41.4451,0,U,47566,999,571,.14687666E-2,.357006E-2,0
STARLINK-1967,2021-009W,2026-03-14T22:00:01.999584,15.63893833,.00042912,53.0456,339.3406,105.3028,159.5616,0,U,47568,999,592,.12992121E-2,.12584E-2,0
STARLINK-1971,2021-009AA,2026-03-14T22:00:01.999584,15.92568530,.00024824,53.0365,295.3801,281.6587,129.1855,0,U,47572,999,603,.12665768E-2,.44001E-2,.86171478E-4
STARLINK-1975,2021-009AB,2026-03-14T22:00:01.999584,15.79441893,.00034302,53.0505,282.9027,151.7083,185.8796,0,U,47573,999,607,.10781931E-2,.203473E-2,0
